titulo|tipo|marca|modelo|año|kilometraje_km|precio|precio_etiqueta|tipo_transmision|caja|detalle|tags|ubicacion|url_auto
Bmw 118i 2017|usado|BMW|118i|2017.0|30000.0|16500.0|$10K - $20K|Automática|Secuencial|"Gasolina-Híbrido|Automática - Secuencial
Kilometraje:
30,000 Kms
Lima, Lima
BMW 118i (2017) Impecable | Solo 31k Km | Look Deportivo"|[]|Lima, Lima|https://neoauto.com/auto/usado/bmw-118i-2017-1847612
Bmw X-3 2019|usado|BMW|X-3|2019.0|74000.0|31500.0|$30K - $40K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
74,000 Kms
Lima, Lima
BMW X3 20i Excelente Estado"|[]|Lima, Lima|https://neoauto.com/auto/usado/bmw-x-3-2019-1843712
Bmw 316i 2015|usado|BMW|316i|2015.0|48000.0|15000.0|$10K - $20K|Automática||"Gasolina|Automática
Kilometraje:
48,000 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/bmw-316i-2015-1842538
Suzuki Grand Nomade 2018|usado|Suzuki|Grand Nomade|2018.0|46900.0|15200.0|$10K - $20K|Mecánica||"Gasolina|Mecánica
Kilometraje:
46,900 Kms
Lima, Lima
Solo 47K Km, Uso Familiar, Impecable, Cómoda Y Sin Choques"|[]|Lima, Lima|https://neoauto.com/auto/usado/suzuki-grand-nomade-2018-1841877
Volvo Xc-40 2019|usado|Volvo|Xc-40|2019.0|70000.0|24500.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
70,000 Kms
Lima, Lima
Camioneta En Perfecto Estado, Único Dueño, Uso Particular"|[]|Lima, Lima|https://neoauto.com/auto/usado/volvo-xc-40-2019-1845442
Dfsk Glory 580 2019|usado|DFSK|Glory 580|2019.0|127000.0|10500.0|$10K - $20K|Mecánica||"Dual|Mecánica
Kilometraje:
127,000 Kms
Lima, Lima
GNV Económica, Precio A Tratar"|[]|Lima, Lima|https://neoauto.com/auto/usado/dfsk-glory-580-2019-1847986
Hyundai Santa Fe 2013|usado|Hyundai|Santa Fe|2013.0|107000.0|17800.0|$10K - $20K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
107,000 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/hyundai-santa-fe-2013-1836698
Bmw X1 2023|usado|BMW|X1|2023.0|6000.0|40990.0|$40K a más|Automática||"Gasolina|Automática
Kilometraje:
6,000 Kms
Lima, Lima
Casi Nuevo, Perfecto"|[]|Lima, Lima|https://neoauto.com/auto/usado/bmw-x1-2023-1839590
Suzuki Grand Vitara 2019|usado|Suzuki|Grand Vitara|2019.0|84000.0|13000.0|$10K - $20K|Mecánica||"Gasolina|Mecánica
Kilometraje:
84,000 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/suzuki-grand-vitara-2019-1830956
Hyundai Tucson 2018|usado|Hyundai|Tucson|2018.0|53500.0|18300.0|$10K - $20K|Mecánica||"Gasolina|Mecánica
Kilometraje:
53,500 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/hyundai-tucson-2018-1839378
Porsche Cayenne S 2016|usado|Porsche|Cayenne S|2016.0|84100.0|38000.0|$30K - $40K|Automática||"Gasolina|Automática
Kilometraje:
84,100 Kms
Lima, Lima
Cayenne S Full Equipo Con Historial En Porsche Perú"|[]|Lima, Lima|https://neoauto.com/auto/usado/porsche-cayenne-s-2016-1841283
Nissan Pathfinder 2015|usado|Nissan|Pathfinder|2015.0|168000.0|15000.0|$10K - $20K|Automática||"Gasolina|Automática
Kilometraje:
168,000 Kms
Lima, Lima
Nissan Pathfinder 2015 Full Exclusive 4x4"|[]|Lima, Lima|https://neoauto.com/auto/usado/nissan-pathfinder-2015-1845100
Jeep Grand Cherokee Laredo 2019|usado|Jeep|Grand Cherokee Laredo|2019.0|69226.0|24850.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
69,226 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/jeep-grand-cherokee-laredo-2019-1842006
Subaru Impreza Sport 2019|usado|Subaru|Impreza Sport|2019.0|53400.0|18500.0|$10K - $20K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
53,400 Kms
Lima, Lima
Surbaru Impreza Sport AWD Limited 2019"|[]|Lima, Lima|https://neoauto.com/auto/usado/subaru-impreza-sport-2019-1846403
Nissan Versa 2023|usado|Nissan|Versa|2023.0|33500.0|14500.0|$10K - $20K|Automática||"Gas GLP|Automática
Kilometraje:
33,500 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/nissan-versa-2023-1836985
Jeep Wrangler Unlimited Sahara 2007|usado|Jeep|Wrangler Unlimited Sahara|2007.0|52000.0|32000.0|$30K - $40K|Mecánica||"Dual|Mecánica
Kilometraje:
52,000 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/jeep-wrangler-unlimited-sahara-2007-1846505
Nissan Pathfinder 2025|usado|Nissan|Pathfinder|2025.0|6500.0|49000.0|$40K a más|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
6,500 Kms
Lima, Lima
Impecable Estado"|[]|Lima, Lima|https://neoauto.com/auto/usado/nissan-pathfinder-2025-1846660
Honda Cr-V 2018|usado|Honda|Cr-V|2018.0|43000.0|20600.0|$20K - $30K|Automática||"Gasolina|Automática
Kilometraje:
43,000 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/honda-cr-v-2018-1840954
Ford Explorer 2018|usado|Ford|Explorer|2018.0|83500.0|23000.0|$20K - $30K|Automática||"Gasolina|Automática
Kilometraje:
83,500 Kms
Lima, Lima
Camioneta Lista Para Disfrutar"|[]|Lima, Lima|https://neoauto.com/auto/usado/ford-explorer-2018-1846763
Mazda Cx-9 2018|usado|Mazda|Cx-9|2018.0|55460.0|25000.0|$20K - $30K|Automática||"Gasolina|Automática
Kilometraje:
55,460 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/mazda-cx-9-2018-1833672
Bmw 520-I 2018|usado|BMW|520-I|2018.0|62000.0|21900.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
62,000 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/bmw-520-i-2018-1840008
Land Rover Evoque 2015|usado|Land Rover|Evoque|2015.0|82000.0|24400.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
82,000 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/land-rover-evoque-2015-1822791
Kia Sorento 2013|usado|Kia|Sorento|2013.0|141000.0|14500.0|$10K - $20K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
141,000 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/kia-sorento-2013-1842552
Mitsubishi Outlander 2024|usado|Mitsubishi|Outlander|2024.0|10500.0|27500.0|$20K - $30K|Automática||"Gasolina|Automática
Kilometraje:
10,500 Kms
Lima, Lima
Camioneta De Ocasión. Garantía Y Seguros Vigentes"|[]|Lima, Lima|https://neoauto.com/auto/usado/mitsubishi-outlander-2024-1843941
Bmw 135i 2019|usado|BMW|135i|2019.0|26000.0|31800.0|$30K - $40K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
26,000 Kms
Lima, Lima
Se Vende Por Motivo De Viaje"|[]|Lima, Lima|https://neoauto.com/auto/usado/bmw-135i-2019-1839697
Chery New Tiggo 7 2024|usado|Chery|New Tiggo 7|2024.0|17924.0|15800.0|$10K - $20K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
17,924 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/chery-new-tiggo-7-2024-1843109
Nissan Pathfinder 2023|usado|Nissan|Pathfinder|2023.0|24800.0|47500.0|$40K a más|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
24,800 Kms
Lima, Lima
Unico Dueño, Camioneta En Perfecto Estado"|[]|Lima, Lima|https://neoauto.com/auto/usado/nissan-pathfinder-2023-1836487
Mazda Cx-5 2018|usado|Mazda|Cx-5|2018.0|23000.0|19900.0|$10K - $20K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
23,000 Kms
Lima, Lima
AUTO CASI NUEVO!!! Uso De Casa! ESPECTACULAR"|[]|Lima, Lima|https://neoauto.com/auto/usado/mazda-cx-5-2018-1844159
Lexus Gx 460 2018|usado|Lexus|Gx 460|2018.0|62000.0|52500.0|$40K a más|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
62,000 Kms
Lima, Lima
Único Dueño Con Todos Sus Mantenimientos En La Misma Lexus"|[]|Lima, Lima|https://neoauto.com/auto/usado/lexus-gx-460-2018-1838644
Renault Captur 2023|usado|Renault|Captur|2023.0|782.0|19200.0|$10K - $20K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
782 Kms
Lima, Lima
Negociable"|[]|Lima, Lima|https://neoauto.com/auto/usado/renault-captur-2023-1838316
Honda City 2022|usado|Honda|City|2022.0|7000.0|17500.0|$10K - $20K|Automática||"Gasolina|Automática
Kilometraje:
7,000 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/honda-city-2022-1796915
Nissan March 2022|usado|Nissan|March|2022.0|32436.0|11900.0|$10K - $20K|Automática||"Dual|Automática
Kilometraje:
32,436 Kms
Lima, Lima
VEHICULO USO EXCLUSIVO DE DAMA"|[]|Lima, Lima|https://neoauto.com/auto/usado/nissan-march-2022-1843903
Volkswagen Tiguan Allspace 2021|usado|Volkswagen|Tiguan Allspace|2021.0|63000.0|20500.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
63,000 Kms
Lima, Lima
Camioneta Confortable, Bajo Consumo De Combustible"|[]|Lima, Lima|https://neoauto.com/auto/usado/volkswagen-tiguan-allspace-2021-1792890
Jeep Grand Cherokee Laredo 2017|usado|Jeep|Grand Cherokee Laredo|2017.0|48100.0|21500.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
48,100 Kms
Lima, Lima
Poco Kilometraje, Impecable."|[]|Lima, Lima|https://neoauto.com/auto/usado/jeep-grand-cherokee-laredo-2017-1842775
Ford Territory 2025|usado|Ford|Territory|2025.0|10000.0|27500.0|$20K - $30K|Automática||"Gasolina|Automática
Kilometraje:
10,000 Kms
Lima, Lima
USO PERSONAL"|[]|Lima, Lima|https://neoauto.com/auto/usado/ford-territory-2025-1836089
Bmw X5 35i 2016|usado|BMW|X5 35i|2016.0|85690.0|35900.0|$30K - $40K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
85,690 Kms
Lima, Lima
Perfecto Estado"|[]|Lima, Lima|https://neoauto.com/auto/usado/bmw-x5-35i-2016-1845206
Bmw 318i 2017|usado|BMW|318i|2017.0|83000.0|16300.0|$10K - $20K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
83,000 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/bmw-318i-2017-1846658
Ford Edge Titanium 2018|usado|Ford|Edge Titanium|2018.0|54000.0|23500.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
54,000 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/ford-edge-titanium-2018-1848063
Dodge Grand Caravan 2016|usado|Dodge|Grand Caravan|2016.0|21000.0|15900.0|$10K - $20K|Automática||"Gasolina|Automática
Kilometraje:
21,000 Kms
Lima, Lima
Adaptada En Estados Unidos Para Silla De Ruedas. Espaciosa"|[]|Lima, Lima|https://neoauto.com/auto/usado/dodge-grand-caravan-2016-1845708
Nissan X-Trail 2010|usado|Nissan|X-Trail|2010.0|98655.0|9650.0|$5K - $10K|Mecánica||"Gasolina|Mecánica
Kilometraje:
98,655 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/nissan-x-trail-2010-1641950
Bmw 418i 2020|usado|BMW|418i|2020.0|71500.0|23000.0|$20K - $30K|Automática||"Gasolina|Automática
Kilometraje:
71,500 Kms
Lima, Lima
Auto Super Económico, Único Dueño, Facturable, Seguro Vigent"|[]|Lima, Lima|https://neoauto.com/auto/usado/bmw-418i-2020-1844649
Dodge Durango 2016|usado|Dodge|Durango|2016.0|104500.0|17500.0|$10K - $20K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
104,500 Kms
Lima, Lima
DURANGO BLACK TIE EDITION ASIENTOS DE CUERO"|[]|Lima, Lima|https://neoauto.com/auto/usado/dodge-durango-2016-1848028
Jeep Compass Sport 2015|usado|Jeep|Compass Sport|2015.0|102000.0|15000.0|$10K - $20K|Mecánica||"Gasolina|Mecánica
Kilometraje:
102,000 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/jeep-compass-sport-2015-1847153
Dodge Durango 2018|usado|Dodge|Durango|2018.0|73800.0|33800.0|$30K - $40K|Automática||"Gasolina|Automática
Kilometraje:
73,800 Kms
Lima, Lima
DODGE DURANGO 2018 - EXCELENTE ESTADO - ÚNICO DUEÑO"|[]|Lima, Lima|https://neoauto.com/auto/usado/dodge-durango-2018-1844105
Kia Sportage 2018|usado|Kia|Sportage|2018.0|9800.0|18700.0|$10K - $20K|Mecánica||"Gasolina|Mecánica
Kilometraje:
9,800 Kms
Lima, Lima
Kilometraje Como Nuevo // Mantenimientos En Lima Autos"|[]|Lima, Lima|https://neoauto.com/auto/usado/kia-sportage-2018-1834691
Volkswagen Cc 2016|usado|Volkswagen|Cc|2016.0|103000.0|12900.0|$10K - $20K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
103,000 Kms
Lima, Lima
Volkswagen CC 1800 Excelente Estado"|[]|Lima, Lima|https://neoauto.com/auto/usado/volkswagen-cc-2016-1845337
Honda Cr-V 2018|usado|Honda|Cr-V|2018.0|33000.0|19500.0|$10K - $20K|Automática||"Gasolina|Automática
Kilometraje:
33,000 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/honda-cr-v-2018-1841169
Nissan Qashqai 2012|usado|Nissan|Qashqai|2012.0|157000.0|9300.0|$5K - $10K|Automática||"Dual|Automática
Kilometraje:
157,000 Kms
Lima, Lima
NISSAN QASHQAI 2012 AUTOMÁTICO"|[]|Lima, Lima|https://neoauto.com/auto/usado/nissan-qashqai-2012-1846791
Honda Cr-V 2011|usado|Honda|Cr-V|2011.0|145000.0|10550.0|$10K - $20K|Automática||"Gasolina|Automática
Kilometraje:
145,000 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/honda-cr-v-2011-1835652
Land Rover Evoque 2014|usado|Land Rover|Evoque|2014.0|64000.0|21999.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
64,000 Kms
Lima, Lima
Poco Consumo. DE LUJO, Cero Choques!"|[]|Lima, Lima|https://neoauto.com/auto/usado/land-rover-evoque-2014-1842207
Bmw 318i 2018|usado|BMW|318i|2018.0|60000.0|20000.0|$10K - $20K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
60,000 Kms
Callao, Callao
Auto De Lujo Con Revisión Técnica Y SOAT Hasta Julio 2026"|[]|Callao, Callao|https://neoauto.com/auto/usado/bmw-318i-2018-1847043
Kia Sorento 2016|usado|Kia|Sorento|2016.0|99500.0|18800.0|$10K - $20K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
99,500 Kms
Lima, Lima
4X4 FULL DELUXE V6"|[]|Lima, Lima|https://neoauto.com/auto/usado/kia-sorento-2016-1845372
Bmw X1 18i 2019|usado|BMW|X1 18i|2019.0|89800.0|21499.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
89,800 Kms
Lima, Lima
De Lujo"|[]|Lima, Lima|https://neoauto.com/auto/usado/bmw-x1-18i-2019-1832900
Mazda Cx-30 2021|usado|Mazda|Cx-30|2021.0|27963.0|20700.0|$20K - $30K|Automática||"Gasolina|Automática
Kilometraje:
27,963 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/mazda-cx-30-2021-1847263
Subaru Impreza Wrx-Sti 2011|usado|Subaru|Impreza Wrx-Sti|2011.0|115000.0|14000.0|$10K - $20K|Mecánica||"Gasolina|Mecánica
Kilometraje:
115,000 Kms
Piura, Piura
Auto Super Potente"|[]|Piura, Piura|https://neoauto.com/auto/usado/subaru-impreza-wrx-sti-2011-1846046
Toyota Yaris 2015|usado|Toyota|Yaris|2015.0|56000.0|12500.0|$10K - $20K|Automática||"Dual|Automática
Kilometraje:
56,000 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/toyota-yaris-2015-1840244
Jetour X70 2022|usado|Jetour|X70|2022.0|58000.0|15300.0|$10K - $20K|Automática|Secuencial|"Gas GLP|Automática - Secuencial
Kilometraje:
58,000 Kms
Lima, Lima
Venta Directa No Renendedores"|[]|Lima, Lima|https://neoauto.com/auto/usado/jetour-x70-2022-1841861
Mercedes Benz A200 2015|usado|Mercedes Benz|A200|2015.0|70000.0|14500.0|$10K - $20K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
70,000 Kms
Lima, Lima
Auto Deportivo, Confort Premium, Seguro Y Excelente Manejo."|[]|Lima, Lima|https://neoauto.com/auto/usado/mercedes-benz-a200-2015-1841456
Kia Sportage 2024|usado|Kia|Sportage|2024.0|5000.0|32000.0|$30K - $40K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
5,000 Kms
Lima, Lima
Sportage 2024 X-Line · Solo 5,000 Km · Impecable”"|[]|Lima, Lima|https://neoauto.com/auto/usado/kia-sportage-2024-1845416
Mazda Cx-5 2023|usado|Mazda|Cx-5|2023.0|13950.0|27000.0|$20K - $30K|Mecánica||"Gasolina|Mecánica
Kilometraje:
13,950 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/mazda-cx-5-2023-1846292
Audi A3 Sportback 2020|usado|Audi|A3 Sportback|2020.0|88500.0|18800.0|$10K - $20K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
88,500 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/audi-a3-sportback-2020-1836233
Hyundai Tucson 2020|usado|Hyundai|Tucson|2020.0|46200.0|22000.0|$20K - $30K|Automática||"Dual|Automática
Kilometraje:
46,200 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/hyundai-tucson-2020-1842820
Volvo S80 2014|usado|Volvo|S80|2014.0|55300.0|15500.0|$10K - $20K|Automática|Secuencial|"Diesel|Automática - Secuencial
Kilometraje:
55,300 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/volvo-s80-2014-1840905
Dodge Durango 2013|usado|Dodge|Durango|2013.0|104500.0|16000.0|$10K - $20K|Automática||"Gasolina|Automática
Kilometraje:
104,500 Kms
Lima, Lima
DODGE DURANGO 2013"|[]|Lima, Lima|https://neoauto.com/auto/usado/dodge-durango-2013-1845455
Renault Duster 2023|usado|Renault|Duster|2023.0|14000.0|17000.0|$10K - $20K|Mecánica||"Gasolina|Mecánica
Kilometraje:
14,000 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/renault-duster-2023-1844316
Honda Cr-V 2017|usado|Honda|Cr-V|2017.0|76000.0|17200.0|$10K - $20K|Automática||"Gasolina|Automática
Kilometraje:
76,000 Kms
Lima, Lima
EXCELENTE OCASION HONDA CRV EN PERFECTO ESTADO, UNICA DUEÑA"|[]|Lima, Lima|https://neoauto.com/auto/usado/honda-cr-v-2017-1844843
Ford Explorer 2016|usado|Ford|Explorer|2016.0|106000.0|19999.0|$10K - $20K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
106,000 Kms
Lima, Lima
Excelente Estado Y Sin Choques. Explorer Modelo XLT 3.5 4x4"|[]|Lima, Lima|https://neoauto.com/auto/usado/ford-explorer-2016-1841424
Bmw X6 35i 2019|usado|BMW|X6 35i|2019.0|30000.0|57850.0|$40K a más|Automática||"Gasolina|Automática
Kilometraje:
30,000 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/bmw-x6-35i-2019-1848002
Volkswagen Saveiro 2019|usado|Volkswagen|Saveiro|2019.0|57400.0|11500.0|$10K - $20K|Mecánica||"Gasolina|Mecánica
Kilometraje:
57,400 Kms
Lima, Lima
Minimo Consumo De Combustible"|[]|Lima, Lima|https://neoauto.com/auto/usado/volkswagen-saveiro-2019-1846860
Bmw X1 20i 2019|usado|BMW|X1 20i|2019.0|40800.0|24000.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
40,800 Kms
Lima, Lima
Auto En Muy Buen Estado."|[]|Lima, Lima|https://neoauto.com/auto/usado/bmw-x1-20i-2019-1843437
Jeep Grand Cherokee Laredo 2017|usado|Jeep|Grand Cherokee Laredo|2017.0|63600.0|22250.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
63,600 Kms
Lima, Lima
En Excelente Estado Remato Por Viaje"|[]|Lima, Lima|https://neoauto.com/auto/usado/jeep-grand-cherokee-laredo-2017-1843155
Audi A1 Sportback 2015|usado|Audi|A1 Sportback|2015.0|23000.0|14900.0|$10K - $20K|Automática||"Gasolina|Automática
Kilometraje:
23,000 Kms
Lima, Lima
Audi A1 2015 Con Solo 23,000 Kms, Potente Y Economico"|[]|Lima, Lima|https://neoauto.com/auto/usado/audi-a1-sportback-2015-1846782
Honda Hr-V 2018|usado|Honda|Hr-V|2018.0|34500.0|17000.0|$10K - $20K|Automática||"Gasolina|Automática
Kilometraje:
34,500 Kms
Lima, Lima
OCASION VENTA DE HRV - BAJO KILOMETRAJE"|[]|Lima, Lima|https://neoauto.com/auto/usado/honda-hr-v-2018-1846694
Subaru Outback 2015|usado|Subaru|Outback|2015.0|253000.0|13000.0|$10K - $20K|Automática||"Gasolina|Automática
Kilometraje:
253,000 Kms
Lima, Lima
CAMIONETA SUPER ESPACIOSA TODO TERRENO"|[]|Lima, Lima|https://neoauto.com/auto/usado/subaru-outback-2015-1846351
Peugeot 2008 2021|usado|Peugeot|2008|2021.0|27350.0|16000.0|$10K - $20K|Mecánica||"Gasolina|Mecánica
Kilometraje:
27,350 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/peugeot-2008-2021-1836573
Ford Escape 2017|usado|Ford|Escape|2017.0|54404.0|13900.0|$10K - $20K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
54,404 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/ford-escape-2017-1831381
Volkswagen Amarok 2021|usado|Volkswagen|Amarok|2021.0|29500.0|29500.0|$20K - $30K|Automática|Secuencial|"Diesel|Automática - Secuencial
Kilometraje:
29,500 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/volkswagen-amarok-2021-1840732
Honda Pilot 2012|usado|Honda|Pilot|2012.0|160000.0|12500.0|$10K - $20K|Automática||"Gasolina|Automática
Kilometraje:
160,000 Kms
Lima, Lima
Se Vende Por Renovación"|[]|Lima, Lima|https://neoauto.com/auto/usado/honda-pilot-2012-1846839
Suzuki Grand Vitara 2012|usado|Suzuki|Grand Vitara|2012.0|108300.0|9000.0|$5K - $10K|Automática||"Gasolina|Automática
Kilometraje:
108,300 Kms
Callao, Callao
Suzuki Grand Vitara 4*4"|[]|Callao, Callao|https://neoauto.com/auto/usado/suzuki-grand-vitara-2012-1843028
Bmw 316i 2015|usado|BMW|316i|2015.0|44183.0|17800.0|$10K - $20K|Automática||"Gasolina|Automática
Kilometraje:
44,183 Kms
Lima, Lima
Vendo Auto Sedan BMW 316 I"|[]|Lima, Lima|https://neoauto.com/auto/usado/bmw-316i-2015-1845790
Ford Explorer 2016|usado|Ford|Explorer|2016.0|39000.0|27900.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
39,000 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/ford-explorer-2016-1643171
Audi A6 2015|usado|Audi|A6|2015.0|95000.0|15500.0|$10K - $20K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
95,000 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/audi-a6-2015-1839619
Peugeot 208 2015|usado|Peugeot|208|2015.0|78000.0|8300.0|$5K - $10K|Mecánica||"Diesel|Mecánica
Kilometraje:
78,000 Kms
Lima, Lima
Excelente Rendimiento De Combustible"|[]|Lima, Lima|https://neoauto.com/auto/usado/peugeot-208-2015-1844431
Jeep Cherokee Longitude 2019|usado|Jeep|Cherokee Longitude|2019.0|25000.0|18500.0|$10K - $20K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
25,000 Kms
Lima, Lima
SemiNuevo"|[]|Lima, Lima|https://neoauto.com/auto/usado/jeep-cherokee-longitude-2019-1844226
Dodge Journey 2018|usado|Dodge|Journey|2018.0|72500.0|16500.0|$10K - $20K|Automática||"Gasolina|Automática
Kilometraje:
72,500 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/dodge-journey-2018-1808067
Dodge Durango 2018|usado|Dodge|Durango|2018.0|61200.0|30900.0|$30K - $40K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
61,200 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/dodge-durango-2018-1817670
Mini Hatch 3dr 2025|usado|Mini|Hatch 3dr|2025.0|1700.0|45000.0|$40K a más|Automática||"Eléctrico|Automática
Kilometraje:
1,700 Kms
Lima, Lima
Mini Cooper S 2024"|[]|Lima, Lima|https://neoauto.com/auto/usado/mini-hatch-3dr-2025-1847014
Volkswagen Gol Confort Sedan 2012|usado|Volkswagen|Gol Confort Sedan|2012.0|60000.0|7290.0|$5K - $10K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
60,000 Kms
Lima, Lima
Auto POCO USO, Como Nuevo"|[]|Lima, Lima|https://neoauto.com/auto/usado/volkswagen-gol-confort-sedan-2012-1835358
Bmw X3 20i 2023|usado|BMW|X3 20i|2023.0|36200.0|42000.0|$40K a más|Automática||"Gasolina|Automática
Kilometraje:
36,200 Kms
Lima, Lima
CAMIONETA UNICO DUEÑO, Version Full"|[]|Lima, Lima|https://neoauto.com/auto/usado/bmw-x3-20i-2023-1844532
Ford Ecosport 2022|usado|Ford|Ecosport|2022.0|49300.0|19990.0|$10K - $20K|Mecánica||"Gasolina|Mecánica
Kilometraje:
49,300 Kms
Lima, Lima
¡VENDO FORD ECOSPORT EN EXCELENTE ESTADO – ÚNICO DUEÑO!"|[]|Lima, Lima|https://neoauto.com/auto/usado/ford-ecosport-2022-1843548
Mahindra Scorpio 2012|usado|Mahindra|Scorpio|2012.0|98519.0|9500.0|$5K - $10K|Mecánica||"Dual|Mecánica
Kilometraje:
98,519 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/mahindra-scorpio-2012-1844049
Volkswagen Tiguan 2015|usado|Volkswagen|Tiguan|2015.0|76000.0|14000.0|$10K - $20K|Mecánica||"Gasolina|Mecánica
Kilometraje:
76,000 Kms
Lima, Lima"|[]|Lima, Lima|https://neoauto.com/auto/usado/volkswagen-tiguan-2015-1805205
