titulo|tipo|marca|modelo|año|kilometraje|precio|precio_etiqueta|transmision|caja|detalle|tags|ubicacion|url_auto
Land Rover Range Rover 2023|usado|Land Rover|Range Rover|2023|17000.0|45990.0|$40K a más|Automática||"Gasolina-Híbrido|Automática
Kilometraje:
17,000 Kms
Lima, Lima
ENTREGA INMEDIATA"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/volvo-xc-60-2023-1846439
Renault Koleos 2025|usado|Renault|Koleos|2025|24500.0|154990.0|$40K a más|Automática||"Gasolina|Automática
Kilometraje:
24,500 Kms
Lima, Lima
ENTREGA INMEDIATA"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/land-rover-range-rover-2023-1840790
Lexus Lx 570 Plus 2018|usado|Lexus|Lx 570 Plus|2018||28590.0|$20K - $30K|Automática||"Gasolina|Automática
Lima, Lima
PLANETA MOTORS , VEHICULO NUEVO, 0 KILOMETROS"|OCASIÓN|Lima, Lima|https://neoauto.com/auto/seminuevo/renault-koleos-2025-1846848
Mercedes Benz C-180 2020|usado|Mercedes Benz|C-180|2020|34379.0|83900.0|$40K a más|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
34,379 Kms
Lima, Lima"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/lexus-lx-570-plus-2018-1836332
Land Rover Range Rover Sport 2010|usado|Land Rover|Range Rover Sport|2010|37420.0|25900.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
37,420 Kms
Lima, Lima"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/mercedes-benz-c-180-2020-1836920
Toyota Yaris Cross 2025|usado|Toyota|Yaris Cross|2025|80000.0|23990.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
80,000 Kms
Lima, Lima
Camioneta En Excelente Estado"|DE LUJO|Lima, Lima|https://neoauto.com/auto/seminuevo/land-rover-range-rover-sport-2010-1824823
Audi Rs6 Avant 2017|usado|Audi|Rs6 Avant|2017|19297.0|20000.0|$10K - $20K|Mecánica||"Gasolina|Mecánica
Kilometraje:
19,297 Kms
Lima, Lima
TOYOTA YARIS CROSS 1.5 FULL M/T"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/toyota-yaris-cross-2025-1843681
Lexus Rx 350 F-Sport 2019|usado|Lexus|Rx 350 F-Sport|2019|25000.0|84900.0|$40K a más|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
25,000 Kms
Lima, Lima
Auto En Execlente Estado"|UNICO DUEÑO|Lima, Lima|https://neoauto.com/auto/seminuevo/audi-rs6-avant-2017-1832784
Land Rover Range Rover Sport 2019|usado|Land Rover|Range Rover Sport|2019|66078.0|34000.0|$30K - $40K|Automática|Secuencial|"Gasolina-Híbrido|Automática - Secuencial
Kilometraje:
66,078 Kms
Arequipa, Arequipa
LEXUS RX HV F SPORT"|SEMINUEVO|Arequipa, Arequipa|https://neoauto.com/auto/seminuevo/lexus-rx-350-f-sport-2019-1844636
Jeep Gladiator 2021|usado|Jeep|Gladiator|2021|29000.0|58900.0|$40K a más|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
29,000 Kms
Lima, Lima
Camioneta Disponible En Tienda - Pezet - San Isidro"|SERVICIO CONCESIONARIO|Lima, Lima|https://neoauto.com/auto/seminuevo/land-rover-range-rover-sport-2019-1846405
Hyundai Creta Grand 2025|usado|Hyundai|Creta Grand|2025|29927.0|64900.0|$40K a más|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
29,927 Kms
Lima, Lima
JEEP GLADIATOR RUBICON - 2021 - 100% FACTURABLE"|DE LUJO|Lima, Lima|https://neoauto.com/auto/seminuevo/jeep-gladiator-2021-1799649
Mercedes Benz Slk230 Kompresor 1997|usado|Mercedes Benz|Slk230 Kompresor|1997|17.0|25490.0|$20K - $30K|Automática||"Gasolina|Automática
Kilometraje:
17 Kms
Lima, Lima
AUTO 0 KM A PRECIO DE SEMINUEVO VERSIÓN FULL"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/hyundai-creta-grand-2025-1842220
Volkswagen Tiguan Allspace 2018|usado|Volkswagen|Tiguan Allspace|2018|37000.0|19500.0|$10K - $20K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
37,000 Kms
Lima, Lima
Auto En Excelente Estado - Disponible En Tienda"|DE LUJO|Lima, Lima|https://neoauto.com/auto/seminuevo/mercedes-benz-slk230-kompresor-1997-1807174
Mazda Cx-9 2024|usado|Mazda|Cx-9|2024|59121.0|18500.0|$10K - $20K|Automática||"Gasolina|Automática
Kilometraje:
59,121 Kms
Lima, Lima
VOLKSWAGEN TIGUAN 4X4 ALL SPACE COMFORLINE 2.0T DSG"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/volkswagen-tiguan-allspace-2018-1846298
Chevrolet Tracker 2025|usado|Chevrolet|Tracker|2025|20135.0|32500.0|$30K - $40K|Automática||"Gasolina|Automática
Kilometraje:
20,135 Kms
Lima, Lima"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/mazda-cx-9-2024-1843729
Nissan Qashqai 2019|usado|Nissan|Qashqai|2019|73998.0|19500.0|$10K - $20K|Automática||"Gasolina|Automática
Kilometraje:
73,998 Kms
Lima, Lima"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/nissan-qashqai-2019-1843717
Volkswagen Jetta 2019|usado|Volkswagen|Jetta|2019|34800.0|16900.0|$10K - $20K|Mecánica||"Gasolina|Mecánica
Kilometraje:
34,800 Kms
Lima, Lima"|COMO NUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/volkswagen-jetta-2019-1837331
Toyota Agya 2022|usado|Toyota|Agya|2022|24638.0|9990.0|$5K - $10K|Mecánica||"Gasolina|Mecánica
Kilometraje:
24,638 Kms
Lima, Lima"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/toyota-agya-2022-1846971
Hyundai Creta Grand 2024|usado|Hyundai|Creta Grand|2024|18.0|25490.0|$20K - $30K|Automática||"Gasolina|Automática
Kilometraje:
18 Kms
Lima, Lima
AUTO 0 KM A PRECIO DE SEMINUEVO VERSION SPORT"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/hyundai-creta-grand-2024-1836821
Subaru Impreza Sport 2017|usado|Subaru|Impreza Sport|2017|52161.0|12999.0|$10K - $20K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
52,161 Kms
Lima, Lima"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/subaru-impreza-sport-2017-1842980
Mazda Cx-5 2023|usado|Mazda|Cx-5|2023|21000.0|25500.0|$20K - $30K|Automática||"Gasolina|Automática
Kilometraje:
21,000 Kms
Lima, Lima"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/mazda-cx-5-2023-1846878
Subaru Crosstrek 2024|usado|Subaru|Crosstrek|2024|24500.0|25000.0|$20K - $30K|Automática||"Gasolina|Automática
Kilometraje:
24,500 Kms
Arequipa, Arequipa
Camioneta En Óptimas Condiciones, Km Real Poco Recorrido"|SEMINUEVO|Arequipa, Arequipa|https://neoauto.com/auto/seminuevo/subaru-crosstrek-2024-1846015
Porsche Cayenne 2005|usado|Porsche|Cayenne|2005|155000.0|14900.0|$10K - $20K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
155,000 Kms
Lima, Lima"|CERO CHOQUES|Lima, Lima|https://neoauto.com/auto/seminuevo/porsche-cayenne-2005-1846471
Audi A4 2017|usado|Audi|A4|2017|62730.0|16900.0|$10K - $20K|Automática||"Gasolina|Automática
Kilometraje:
62,730 Kms
Lima, Lima"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/audi-a4-2017-1835590
Audi Q5 2021|usado|Audi|Q5|2021|44085.0|27500.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
44,085 Kms
Lima, Lima"|UNICO DUEÑO|Lima, Lima|https://neoauto.com/auto/seminuevo/bmw-x3-20i-2017-1827598
Audi Q5 2021|usado|Audi|Q5|2021|49900.0|34900.0|$30K - $40K|Automática|Secuencial|"Gasolina-Híbrido|Automática - Secuencial
Kilometraje:
49,900 Kms
Arequipa, Arequipa"|SEMINUEVO|Arequipa, Arequipa|https://neoauto.com/auto/seminuevo/audi-q5-2021-1840625
Toyota Rush 2023|usado|Toyota|Rush|2023|10600.0|20500.0|$20K - $30K|Automática||"Gasolina|Automática
Kilometraje:
10,600 Kms
Lima, Lima
Limited 1.3 A/T, EX DEMO, GARANTÍA FABRICA"|UNICO DUEÑO|Lima, Lima|https://neoauto.com/auto/seminuevo/fiat-fastback-limited-2024-1847844
Toyota Land Cruiser Prado 2024|usado|Toyota|Land Cruiser Prado|2024|41000.0|40000.0|$30K - $40K|Automática|Secuencial|"Gasolina-Híbrido|Automática - Secuencial
Kilometraje:
41,000 Kms
Lima, Lima
Auto En Excelente Estado - Disponible En Tienda - San Isidro"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/audi-q5-2021-1846003
Hyundai Creta Grand 2025|usado|Hyundai|Creta Grand|2025|81167.0|18000.0|$10K - $20K|Automática||"Gas GNV|Automática
Kilometraje:
81,167 Kms
Lima, Lima
TOYOTA RUSH 1.5 FULL A/T (GNV)"|COMO NUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/toyota-rush-2023-1847543
Mercedes Benz Gle 450 4 Matic 2022|usado|Mercedes Benz|Gle 450 4 Matic|2022|34000.0|47500.0|$40K a más|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
34,000 Kms
Lima, Lima"|SERVICIO CONCESIONARIO|Lima, Lima|https://neoauto.com/auto/seminuevo/bmw-m2-coupe-2018-1824825
Mercedes Benz Gla250 4matic 2015|usado|Mercedes Benz|Gla250 4matic|2015|61392.0|63000.0|$40K a más|Automática||"Gasolina|Automática
Kilometraje:
61,392 Kms
Lima, Lima"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/toyota-land-cruiser-prado-2024-1844531
Toyota 4runner 2022|usado|Toyota|4runner|2022|21.0|25490.0|$20K - $30K|Automática||"Gasolina|Automática
Kilometraje:
21 Kms
Lima, Lima
GARANTIA VIGENTE CRETA GRAND FULL 2025"|DE LUJO|Lima, Lima|https://neoauto.com/auto/seminuevo/hyundai-creta-grand-2025-1835624
Dodge Durango 2018|usado|Dodge|Durango|2018|34589.0|37900.0|$30K - $40K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
34,589 Kms
Lima, Lima
DODGE DURANGO GT AWD 2018 - JC UGARTE"|UNICO DUEÑO|Lima, Lima|https://neoauto.com/auto/seminuevo/dodge-durango-2018-1691066
Toyota Land Cruiser Prado 2023|usado|Toyota|Land Cruiser Prado|2023|59042.0|57000.0|$40K a más|Automática||"Gasolina|Automática
Kilometraje:
59,042 Kms
Lima, Lima
LAND CRUISER PRADO 4.0 TX-L AT"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/toyota-land-cruiser-prado-2023-1847940
Toyota Rav4 2023|usado|Toyota|Rav4|2023|77813.0|34290.0|$30K - $40K|Automática|Secuencial|"Híbrido|Automática - Secuencial
Kilometraje:
77,813 Kms
Lima, Lima"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/toyota-rav4-2023-1836816
Mitsubishi Montero Sport 2022|usado|Mitsubishi|Montero Sport|2022|39000.0|21990.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
39,000 Kms
Lima, Lima
De Lujo - Look Deportivo"|COMO NUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/bmw-218i-gran-coupe-2020-1842203
Toyota Yaris 2019|usado|Toyota|Yaris|2019|41158.0|47500.0|$40K a más|Mecánica||"Diesel|Mecánica
Kilometraje:
41,158 Kms
Lima, Lima
MITSUBISHI MONTERO SPORT 4X4 HP TDI GLS MT / JC UGARTE"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/mitsubishi-montero-sport-2022-1847237
Audi S6 2016|usado|Audi|S6|2016|16181.0|12600.0|$10K - $20K|Mecánica||"Gasolina|Mecánica
Kilometraje:
16,181 Kms
Lima, Lima
MG HS 1.5T 6MT STD 2WD 4X2 M/T"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/mg-hs-2022-1842444
Mercedes Benz Slk230 Kompresor 1997|usado|Mercedes Benz|Slk230 Kompresor|1997|12178.0|13500.0|$10K - $20K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
12,178 Kms
Lima, Lima
TOYOTA YARIS HB GLI 1.3 CVT"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/toyota-yaris-2019-1847872
Volvo Xc-60 2023|usado|Volvo|Xc-60|2023|48113.0|39900.0|$30K - $40K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
48,113 Kms
Lima, Lima
AUDI S6 TFSI QUATTRO 2016"|DE LUJO|Lima, Lima|https://neoauto.com/auto/seminuevo/audi-s6-2016-1837676
Hyundai Tucson 2025|usado|Hyundai|Tucson|2025|37000.0|19500.0|$10K - $20K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
37,000 Kms
Lima, Lima
Auto En Excelente Estado - Disponible En Tienda - El Polo"|UNICO DUEÑO|Lima, Lima|https://neoauto.com/auto/seminuevo/mercedes-benz-slk230-kompresor-1997-1846644
Porsche Macan Turbo 2015|usado|Porsche|Macan Turbo|2015|7000.0|53500.0|$40K a más|Automática|Secuencial|"Híbrido|Automática - Secuencial
Kilometraje:
7,000 Kms
Lima, Lima
Camioneta Disponible En Tienda - Pezet - San Isidro"|COMO NUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/volvo-xc-60-2023-1847819
Hyundai Creta Grand 2025|usado|Hyundai|Creta Grand|2025|26.0|30990.0|$30K - $40K|Automática||"Gasolina|Automática
Kilometraje:
26 Kms
Lima, Lima
ENTREGA INMEDIATA VERSIÓN LUXURY"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/hyundai-tucson-2025-1843813
Mercedes Benz C63-Amg 2010|usado|Mercedes Benz|C63-Amg|2010|106000.0|36900.0|$30K - $40K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
106,000 Kms
Lima, Lima
Camioneta Disponible En Tienda - El Polo - Surco"|DE LUJO|Lima, Lima|https://neoauto.com/auto/seminuevo/porsche-macan-turbo-2015-1846647
Volvo Ex30 2025|usado|Volvo|Ex30|2025|34.0|26490.0|$20K - $30K|Automática||"Gas GLP|Automática
Kilometraje:
34 Kms
Lima, Lima
AUTO 0 KM A PRECIO DE SEMINUEVO VERSION SPORT PLUS GLP"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/hyundai-creta-grand-2025-1842370
Mercedes Benz A200 2019|usado|Mercedes Benz|A200|2019|80000.0|25500.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
80,000 Kms
Lima, Lima
Auto En Execlente Estado"|DE LUJO|Lima, Lima|https://neoauto.com/auto/seminuevo/mercedes-benz-c63-amg-2010-1847824
Ford F-150 Raptor 2023|usado|Ford|F-150 Raptor|2023|300.0|45990.0|$40K a más|Automática||"Eléctrico|Automática
Kilometraje:
300 Kms
Lima, Lima
ENTREGA INMEDIATA"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/volvo-ex-30-2025-1835582
Ford Explorer 2008|usado|Ford|Explorer|2008|66737.0|23900.0|$20K - $30K|Automática||"Gasolina|Automática
Kilometraje:
66,737 Kms
Lima, Lima"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/mercedes-benz-a200-2019-1846846
Toyota Rav4 2025|usado|Toyota|Rav4|2025|22023.0|84900.0|$40K a más|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
22,023 Kms
Lima, Lima
FORD RAPTOR F-150 2023"|DE LUJO|Lima, Lima|https://neoauto.com/auto/seminuevo/ford-f-150-raptor-2023-1844171
Subaru Evoltis 2024|usado|Subaru|Evoltis|2024|102272.0|12900.0|$10K - $20K|Automática||"Gas GLP|Automática
Kilometraje:
102,272 Kms
Lima, Lima"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/ford-explorer-2008-1796651
Volvo Xc-60 2024|usado|Volvo|Xc-60|2024|18900.0|48990.0|$40K a más|Automática||"Híbrido|Automática
Kilometraje:
18,900 Kms
Lima, Lima
ENTREGA INMEDIATA"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/volvo-xc-60-2024-1846662
Audi Tt Coupe 2018|usado|Audi|Tt Coupe|2018|40327.0|36500.0|$30K - $40K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
40,327 Kms
Lima, Lima"|COMO NUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/audi-tt-coupe-2018-1786145
Peugeot 3008 2020|usado|Peugeot|3008|2020|69723.0|24900.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
69,723 Kms
Lima, Lima
BMW X1 20i SDRIVE / JC UGARTE"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/bmw-x1-20i-2018-1754304
Kia Niro 2022|usado|Kia|Niro|2022|72000.0|22990.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
72,000 Kms
Lima, Lima"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/peugeot-3008-2020-1843406
Lexus Lx 500d 2024|usado|Lexus|Lx 500d|2024|8710.0|24900.0|$20K - $30K|Automática|Secuencial|"Gasolina-Híbrido|Automática - Secuencial
Kilometraje:
8,710 Kms
Lima, Lima
KIA NIRO 1.6 ECO HYBRID / JC UGARTE"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/kia-niro-2022-1744357
Jeep Compass 2015|usado|Jeep|Compass|2015|20760.0|135000.0|$40K a más|Automática|Secuencial|"Diesel|Automática - Secuencial
Kilometraje:
20,760 Kms
Lima, Lima
LEXUS LX 500d 2024"|COMO NUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/lexus-lx-500d-2024-1840721
Nissan Qashqai 2025|usado|Nissan|Qashqai|2025|73800.0|15900.0|$10K - $20K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
73,800 Kms
Lima, Lima
Version Limited - Sunroof - Cuero - 4x4 - Climatizador"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/jeep-compass-2015-1847047
Land Rover Range Rover Vogue 2016|usado|Land Rover|Range Rover Vogue|2016|1500.0|27900.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
1,500 Kms
Lima, Lima"|COMO NUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/nissan-qashqai-2025-1843136
Land Rover Discovery Sport 2024|usado|Land Rover|Discovery Sport|2024|11224.0|73000.0|$40K a más|Automática||"Gasolina|Automática
Kilometraje:
11,224 Kms
Lima, Lima"|SERVICIO CONCESIONARIO|Lima, Lima|https://neoauto.com/auto/seminuevo/land-rover-range-rover-vogue-2016-1828222
Volvo Xc-60 2019|usado|Volvo|Xc-60|2019|26700.0|14000.0|$10K - $20K|Automática||"Gas GNV|Automática
Kilometraje:
26,700 Kms
Lima, Lima"|COMO NUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/dfsk-glory-580-2023-1844130
Volkswagen Jetta Gli 2009|usado|Volkswagen|Jetta Gli|2009|6745.0|61990.0|$40K a más|Automática||"Gasolina|Automática
Kilometraje:
6,745 Kms
Lima, Lima
ENTREGA INMEDIATA"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/land-rover-discovery-sport-2024-1845795
Toyota Raize 2025|usado|Toyota|Raize|2025|47166.0|32500.0|$30K - $40K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
47,166 Kms
Lima, Lima
VOLVO XC60 T5 AWD 2019"|DE LUJO|Lima, Lima|https://neoauto.com/auto/seminuevo/volvo-xc-60-2019-1844767
Audi Q5 2020|usado|Audi|Q5|2020|95845.0|11500.0|$10K - $20K|Mecánica||"Gasolina|Mecánica
Kilometraje:
95,845 Kms
Lima, Lima"|COMO NUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/volkswagen-jetta-gli-2009-1784130
Ford Mustang 1966|usado|Ford|Mustang|1966|826.0|18150.0|$10K - $20K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
826 Kms
Lima, Lima"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/toyota-raize-2025-1840504
Subaru Crosstrek 2024|usado|Subaru|Crosstrek|2024|41000.0|33900.0|$30K - $40K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
41,000 Kms
Lima, Lima
Audi Q5 Attraction 45 TFSI, 252 HP, MY2020"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/audi-q5-2020-1844865
Subaru Forester 2024|usado|Subaru|Forester|2024||24500.0|$20K - $30K|Mecánica||"Gasolina|Mecánica
Lima, Lima
Auto En Excelente Estado - Disponible En Tienda"|COMO NUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/ford-mustang-1966-1783756
Toyota Fortuner 2024|usado|Toyota|Fortuner|2024|17612.0|36500.0|$30K - $40K|Mecánica||"Gasolina|Mecánica
Kilometraje:
17,612 Kms
Lima, Lima
TOYOTA FORTUNER 2.7 FULL 4X2 M/T"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/toyota-fortuner-2024-1846656
Kia Picanto 2024|usado|Kia|Picanto|2024|14000.0|10000.0|$5K - $10K|Mecánica||"Gasolina|Mecánica
Kilometraje:
14,000 Kms
Lima, Lima"|COMO NUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/kia-picanto-2024-1845467
Lexus Rx 450hl 2019|usado|Lexus|Rx 450hl|2019|59306.0|48000.0|$40K a más|Automática|Secuencial|"Gasolina-Híbrido|Automática - Secuencial
Kilometraje:
59,306 Kms
Lima, Lima
LEXUS RX450HL HIBRIDO 2019 / JC UGARTE"|PREMIUM|Lima, Lima|https://neoauto.com/auto/seminuevo/lexus-rx-450hl-2019-1770041
Mercedes Benz Cls-350 2023|usado|Mercedes Benz|Cls-350|2023|12838.0|69900.0|$40K a más|Automática|Secuencial|"Gasolina-Híbrido|Automática - Secuencial
Kilometraje:
12,838 Kms
Lima, Lima
MERCEDES BENZ CLS 350 COUPE HIBRIDO 2023"|DE LUJO|Lima, Lima|https://neoauto.com/auto/seminuevo/mercedes-benz-cls-350-2023-1844127
Volkswagen Tiguan 2021|usado|Volkswagen|Tiguan|2021|43958.0|22500.0|$20K - $30K|Automática||"Gasolina|Automática
Kilometraje:
43,958 Kms
Lima, Lima"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/volkswagen-tiguan-2021-1845320
Toyota Rav4 2021|usado|Toyota|Rav4|2021|68200.0|22900.0|$20K - $30K|Automática||"Gasolina|Automática
Kilometraje:
68,200 Kms
Lima, Lima"|COMO NUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/toyota-rav4-2021-1839328
Toyota Corolla Cross 2023|usado|Toyota|Corolla Cross|2023|19464.0|26000.0|$20K - $30K|Automática|Secuencial|"Híbrido|Automática - Secuencial
Kilometraje:
19,464 Kms
Lima, Lima
TOYOTA COROLLA CROSS HYBRID 1.8 FULL D-LUX CVT"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/toyota-corolla-cross-2023-1836961
Toyota Rav4 2019|usado|Toyota|Rav4|2019|52995.0|22500.0|$20K - $30K|Mecánica||"Gasolina|Mecánica
Kilometraje:
52,995 Kms
Lima, Lima
TOYOTA RAV4 2.0 4X2 FULL M/T"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/toyota-rav4-2019-1847015
Audi A3 Sportback 2019|usado|Audi|A3 Sportback|2019|47000.0|20900.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
47,000 Kms
Lima, Lima"|DE LUJO|Lima, Lima|https://neoauto.com/auto/seminuevo/audi-a3-sportback-2019-1847830
Mini Hatch 3dr 2025|usado|Mini|Hatch 3dr|2025|5198.0|35990.0|$30K - $40K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
5,198 Kms
Lima, Lima
Único Dueño, Pocos Kms Y Todo En La Casa! Ocasión"|DE LUJO|Lima, Lima|https://neoauto.com/auto/seminuevo/mini-hatch-3dr-2025-1838721
Jeep Grand Cherokee Laredo 2010|usado|Jeep|Grand Cherokee Laredo|2010|81031.0|12900.0|$10K - $20K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
81,031 Kms
Lima, Lima
JEEP GRAND CHEROKEE LAREDO 2010"|UNICO DUEÑO|Lima, Lima|https://neoauto.com/auto/seminuevo/jeep-grand-cherokee-laredo-2010-1846526
Chevrolet N400 2023|usado|Chevrolet|N400|2023|40000.0|9900.0|$5K - $10K|Mecánica||"Gas GNV|Mecánica
Kilometraje:
40,000 Kms
Lima, Lima"|COMO NUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/chevrolet-n400-2023-1837047
Toyota Hilux 2024|usado|Toyota|Hilux|2024|22291.0|42000.0|$40K a más|Mecánica||"Diesel|Mecánica
Kilometraje:
22,291 Kms
Lima, Lima
TOYOTA HILUX 4X4 D/C 1GD SRV DIESEL M/T 2.8"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/toyota-hilux-2024-1839706
Volkswagen Nivus 2024|usado|Volkswagen|Nivus|2024|23500.0|18900.0|$10K - $20K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
23,500 Kms
Lima, Lima"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/volkswagen-nivus-2024-1842410
Volkswagen Tiguan Allspace 2022|usado|Volkswagen|Tiguan Allspace|2022|23970.0|32900.0|$30K - $40K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
23,970 Kms
Lima, Lima
VOLKSWAGEN TIGUAN"|DE LUJO|Lima, Lima|https://neoauto.com/auto/seminuevo/volkswagen-tiguan-allspace-2022-1841717
Mercedes Benz Glc 200 Coupe 2022|usado|Mercedes Benz|Glc 200 Coupe|2022|29074.0|55900.0|$40K a más|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
29,074 Kms
Lima, Lima
MERCEDES BENZ GLC 200 COUPE 2022"|DE LUJO|Lima, Lima|https://neoauto.com/auto/seminuevo/mercedes-benz-glc-200-coupe-2022-1841639
Mini Hatch 5dr 2024|usado|Mini|Hatch 5dr|2024|8239.0|27900.0|$20K - $30K|Automática|Secuencial|"Gasolina|Automática - Secuencial
Kilometraje:
8,239 Kms
Lima, Lima
MINI COOPER 5 PUERTAS HATCHBACK 2024"|SEMINUEVO|Lima, Lima|https://neoauto.com/auto/seminuevo/mini-hatch-5dr-2024-1843790
Mitsubishi Asx 2025|usado|Mitsubishi|Asx|2025|82.0|23900.0|$20K - $30K|Automática||"Gasolina|Automática
Kilometraje:
82 Kms
Lima, Lima
NUEVA 0 KMS / GARANTIA VIGENTE"|UNICO DUEÑO|Lima, Lima|https://neoauto.com/auto/seminuevo/mitsubishi-asx-2025-1840084
